Title,Original Language
กุหลาบป่า #850,th
ขุนช้างขุนแผน #166,th
彷徨 #913,zh
ノルウェイの森 #201,ja
Sang Pemimpi #635,id
Atheis #1228,id
Layar Terkembang #447,id
Sang Pemimpi #215,id
Menara #199,ms
ขุนช้างขุนแผน #126,th
雷雨 #680,zh
雪国 #769,ja
ลูกอีสาน #324,th
痴人の愛 #435,ja
細雪 #1154,ja
Sulalat al-Salatin #523,ms
Golden Bones #359,km
광장 #793,ko
伊豆の踊子 - Part 10,ja
Pulang #293,id
Rumah Kaca #424,id
Tenggelamnya Kapal Van Der Wijck,ms
พระอภัยมณี #187,th
痴人の愛 #195,ja
Rice and Baguette #340,km
Layar Terkembang #1187,id
우리들의 행복한 시간 #880,ko
Sulalat al-Salatin #663,ms
Hang Jebat Menderhaka #597,ms
The Death of Vishnu #316,km
子夜 #1176,zh
เลือดมังกร #492,th
红楼梦 #546,zh
The Stones Cry Out #770,km
Menara: Volume 4,ms
Panglima Awang #230,ms
소년이 온다 #1162,ko
围城 #243,zh
红楼梦 (2005),zh
พระอภัยมณี #467,th
สี่แผ่นดิน #765,th
Dead Stars #677,fil
破戒 #611,ja
Cambodia's Curse #833,km
Smaller and Smaller Circles #169,fil
Banaag at Sikat #584,fil
완득이 #639,ko
Anak Semua Bangsa #1002,id
Dead Stars #1097,fil
Hikayat Hang Tuah #621,ms
삼대 #631,ko
Bumi Manusia #301,id
Luha ng Buwaya #445,fil
To Destroy You Is No Loss #708,km
완득이 #259,ko
Sulalat al-Salatin #883,ms
Anak Mat Lela Gila #849,ms
สุภาพบุรุษจุฑาเทพ #557,th
Hang Jebat Menderhaka #1157,ms
Jejak Langkah #283,id
Cinta di Dalam Gelas #377,id
活着 #222,zh
The Death of Vishnu #1236,km
Children of Cambodia's Killing Fields #189,km
살인자의 기억법 #817,ko
ด้วยรักและผูกพัน #562,th
仮面の告白 #153,ja
무진기행 - Part 4,ko
Voices from S-21 #1114,km
Smaller and Smaller Circles,fil
Padre Faura Witness the Execution of Rizal #496,fil
อิเหนา #1248,th
เลือดมังกร #972,th
태백산맥 #1108,ko
Ranjau Sepanjang Jalan #308,ms
Ronggeng Dukuh Paruk #1210,id
To Destroy You Is No Loss #1148,km
伊豆の踊子 #930,ja
When Broken Glass Floats #187,km
The Lost Executioner #582,km
A Cambodian Prison Portrait #135,km
무정 #309,ko
Footnote to Youth - Part 8,fil
First They Killed My Father #601,km
Voices from S-21 #554,km
Sa Mga Kuko ng Liwanag #773,fil
彷徨 #793,zh
Golden Bones #1199,km
The Gate #846,km
서울 1964년 겨울 #1175,ko
Smaller and Smaller Circles #689,fil
海辺のカフカ #183,ja
ด้วยรักและผูกพัน #402,th
風の歌を聴け #604,ja
When Broken Glass Floats #267,km
Gapo #174,fil
斜陽 #777,ja
Survival in the Killing Fields #712,km
The Rosales Saga #735,fil
คนละฟากฟ้า #933,th
The Rosales Saga #275,fil
Bamboo People #177,km
First They Killed My Father #621,km
Layar Terkembang #607,id
무진기행 #954,ko
Bumi Manusia #901,id
작별인사 #1103,ko
西游记 #727,zh
秋 #279,zh
Survival in the Killing Fields #452,km
소년이 온다 #1222,ko
흰,ko
The Gate #186,km
白鹿原 #445,zh
Belenggu - Part 9,id
Sa Mga Kuko ng Liwanag #1093,fil
Hikayat Hang Tuah #981,ms
走れメロス - Part 8,ja
Jejak Langkah #883,id
Pulang - Part 3,id
Leftenan Adnan #236,ms
Sejarah Melayu #902,ms
7년의 밤 #458,ko
จดหมายจากหมาเบื่อ #81,th
광장 #193,ko
Jejak Langkah - Part 3,id
Tenggelamnya Kapal Van Der Wijck #384,ms
水浒传 #388,zh
風の歌を聴け #404,ja
광장 #613,ko
ขุนช้างขุนแผน #786,th
한강 #684,ko
채식주의자 #961,ko
광장 - Part 3,ko
春 #358,zh
吾輩は猫である #728,ja
Supernova #518,id
The Death of Vishnu #776,km
First They Killed My Father #1181,km
三体 #321,zh
In the Shadow of the Banyan #724,km
흰 #705,ko
Ilustrado #768,fil
มัจจุราชเริงรำ #1158,th
Sang Pemimpi #795,id
Merpati Putih Terbang Lagi (2011),ms
How My Brother Leon Brought Home a Wife #379,fil
มัจจุราชเริงรำ #1098,th
ABNKKBSNPLAko?! #372,fil
Menara #439,ms
Children of Cambodia's Killing Fields #1069,km
May Day Eve #440,fil
Bidasari #431,ms
ด้วยรักและผูกพัน #482,th
삼대 #231,ko
Golden Bones #939,km
Jejak Langkah #763,id
红楼梦 #1066,zh
Little Princes #498,km
เลือดมังกร #1212,th
Padre Faura Witness the Execution of Rizal #536,fil
흰 #465,ko
태백산맥 #228,ko
한강 #864,ko
伊豆の踊子 #1150,ja
Perburuan #1225,id
คนละฟากฟ้า #813,th
Atheis #228,id
เลือดมังกร #1232,th
The Lost Executioner #822,km
작별인사 #403,ko
こころ #826,ja
삼대 #171,ko
무정 #889,ko
서울 1964년 겨울 #895,ko
Noli Me Tangere #621,fil
The Gate #1246,km
Sejarah Melayu #762,ms
Florante at Laura #183,fil
광장 #113,ko
走れメロス #138,ja
呐喊 #792,zh
Bamboo People #617,km
白鹿原 #865,zh
斜陽 #217,ja
Penawar Bagi Hati #1238,ms
Ranjau Sepanjang Jalan #788,ms
Salina #266,ms
Ayah #1116,id
水浒传 #488,zh
아리랑 #867,ko
Florante at Laura #1003,fil
坊っちゃん #787,ja
春 #118,zh
아리랑 #827,ko
Bamboo People #877,km
红楼梦 #186,zh
광장 #693,ko
Interlok #787,ms
Sejarah Melayu #682,ms
Sa Mga Kuko ng Liwanag #1193,fil
秋 #1019,zh
Little Princes #758,km
Bumi Manusia #681,id
Pulang #773,id
斜陽 #197,ja
Jejak Langkah #1143,id
Interlok #667,ms
Bumi Manusia #981,id
舞姫 #760,ja
山月記 #699,ja
Penawar Bagi Hati #118,ms
ศรีบูรพา #949,th
Dead Stars #957,fil
風の歌を聴け #744,ja
Mga Ibong Mandaragit #707,fil
Golden Bones #959,km
Sang Pemimpi #935,id
Bamboo People #1137,km
Pulang #573,id
雪国 #669,ja
รักไม่มีสิทธิ์ #1059,th
คนละฟากฟ้า #993,th
呐喊 #112,zh
To Destroy You Is No Loss #908,km
Golden Bones #1159,km
阿Q正传 #135,zh
ลูกอีสาน #444,th
呐喊 #92,zh
Penawar Bagi Hati - Part 8,ms
To Destroy You Is No Loss #848,km
삼대 #511,ko
How My Brother Leon Brought Home a Wife,fil
To Destroy You Is No Loss #748,km
Sang Pemimpi #435,id
Bumi Manusia #1161,id
ชาติหน้าขอให้พบกัน #1091,th
Cambodia's Curse #633,km
7년의 밤 #418,ko
จดหมายจากหมาเบื่อ #701,th
우리들의 행복한 시간 #800,ko
ด้วยรักและผูกพัน #762,th
仮面の告白 #713,ja
กุหลาบป่า #390,th
คนละฟากฟ้า #753,th
The Death of Vishnu #996,km
水浒传 #408,zh
Voices from S-21 #354,km
Ilustrado #148,fil
Siti Nurbaya #745,ms
Panglima Awang #430,ms
How My Brother Leon Brought Home a Wife #979,fil
痴人の愛 #1075,ja
舞姫 #640,ja
雪国 #609,ja
Tenggelamnya Kapal Van Der Wijck #1084,ms
伊豆の踊子 #950,ja
Panglima Awang #930,ms
ตำนานสมเด็จพระนารายณ์ #475,th
Salina #1106,ms
吾輩は猫である #508,ja
山月記 #139,ja
คนละฟากฟ้า #1213,th
Hikayat Hang Tuah #881,ms
こころ #246,ja
走れメロス #838,ja
무진기행 #1114,ko
Bamboo People #577,km
The Stones Cry Out #790,km
ขุนช้างขุนแผน #206,th
Supernova #418,id
秋 #1219,zh
仮面の告白 #653,ja
仮面の告白 #673,ja
พระอภัยมณี #1007,th
舞姫 #620,ja
白鹿原 #665,zh
Voices from S-21 #734,km
Anak Mat Lela Gila #789,ms
ชาติหน้าขอให้พบกัน #691,th
Ranjau Sepanjang Jalan #168,ms
Atheis #728,id
Luha ng Buwaya #225,fil
คำพิพากษา #183,th
Belenggu #609,id
白鹿原 #1205,zh
Dead Stars #817,fil
Mga Ibong Mandaragit #567,fil
Florante at Laura #683,fil
Mga Kuwento ni Lola Basyang #131,fil
Salina #186,ms
Banaag at Sikat #944,fil
三体 #901,zh
ด้วยรักและผูกพัน #282,th
우리들의 행복한 시간 #1100,ko
Ang Paboritong Libro ni Hudas #370,fil
살인자의 기억법 #1177,ko
Florante at Laura #1143,fil
ด้วยรักและผูกพัน #622,th
Kekasih Electra #433,ms
ด้วยรักและผูกพัน #882,th
Tenggelamnya Kapal Van Der Wijck #864,ms
活着 #822,zh
รักไม่มีสิทธิ์ #239,th
Lucky Child (2010),km
상록수 #850,ko
Siti Nurbaya #646,id
Laskar Pelangi #94,id
Rice and Baguette #700,km
삼대 #191,ko
風の歌を聴け #244,ja
Bamboo People #817,km
Anak Mat Lela Gila #749,ms
山月記 #1199,ja
坊っちゃん #567,ja
Voices from S-21 #214,km
Mga Kuwento ni Lola Basyang #871,fil
ด้วยรักและผูกพัน #502,th
Sulalat al-Salatin #203,ms
El Filibusterismo #1002,fil
"Stay Alive, My Son #785",km
Hang Jebat Menderhaka #1137,ms
How My Brother Leon Brought Home a Wife #1019,fil
กุหลาบป่า #110,th
Sa Mga Kuko ng Liwanag #913,fil
白鹿原 #425,zh
Cantik Itu Luka #171,id
흰 #485,ko
The Lost Executioner #1122,km
Ilustrado #608,fil
คำพิพากษา #603,th
Mga Ibong Mandaragit #387,fil
Sulalat al-Salatin: Volume 3,ms
山月記 #459,ja
走れメロス #258,ja
아리랑 #1167,ko
Ilustrado: Volume 3,fil
Kekasih Electra #1153,ms
红楼梦 #326,zh
Lucky Child #111,km
Belenggu #1149,id
細雪 #474,ja
Mat Jenin #1094,ms
Survival in the Killing Fields #432,km
Mga Ibong Mandaragit #787,fil
海辺のカフカ #883,ja
ด้วยรักและผูกพัน #922,th
Penawar Bagi Hati #398,ms
Sulalat al-Salatin #123,ms
秋 #479,zh
Sa Mga Kuko ng Liwanag #293,fil
彷徨 #593,zh
ศรีบูรพา #829,th
斜陽 #517,ja
Tenggelamnya Kapal Van Der Wijck #564,ms
May Day Eve #620,fil
仮面の告白 #193,ja
Noli Me Tangere #81,fil
First They Killed My Father #901,km
雪国 #289,ja
Padre Faura Witness the Execution of Rizal: Volume 1,fil
อิเหนา #528,th
Golden Bones #999,km
細雪 #1234,ja
The Rosales Saga #1055,fil
彷徨 #373,zh
海辺のカフカ #463,ja
Lagenda Budak Setan #1015,ms
서울 1964년 겨울 #675,ko
伊豆の踊子 #830,ja
Ranjau Sepanjang Jalan #628,ms
海辺のカフカ #143,ja
吾輩は猫である #328,ja
한강 #764,ko
ตำนานสมเด็จพระนารายณ์ #895,th
Hang Jebat Menderhaka #1077,ms
Negeri 5 Menara #1139,id
西游记 #487,zh
Panglima Awang #250,ms
Bamboo People - Part 7,km
Tenggelamnya Kapal Van Der Wijck #264,ms
羊をめぐる冒険 #1045,ja
Bamboo People #857,km
เสือคำราม: Volume 1,th
무진기행 #814,ko
เสือคำราม #96,th
광장 #1013,ko
Lucky Child #791,km
Atheis #1088,id
Siti Nurbaya #346,id
三国演义 #809,zh
The Rosales Saga #875,fil
태백산맥 - Part 8,ko
Kekasih Electra #833,ms
Lagenda Budak Setan #575,ms
Cinta di Dalam Gelas #457,id
한강 #844,ko
金瓶梅 #710,zh
삼대 #91,ko
Salina #286,ms
Interlok #627,ms
子夜 #236,zh
Belenggu #1249,id
朝花夕拾 #431,zh
May Day Eve #240,fil
Bamboo People #657,km
พระอภัยมณี #967,th
El Filibusterismo #1122,fil
Mga Kuwento ni Lola Basyang #451,fil
รักไม่มีสิทธิ์ #119,th
吾輩は猫である #1248,ja
Luha ng Buwaya #705,fil
Cantik Itu Luka #811,id
白鹿原 #485,zh
Footnote to Youth #118,fil
กุหลาบป่า #250,th
토지 #246,ko
무진기행 #314,ko
จดหมายจากหมาเบื่อ #1201,th
아리랑 #787,ko
Bumi Manusia #1081,id
海辺のカフカ #1103,ja
เสือคำราม #196,th
活着 - Part 2,zh
First They Killed My Father #961,km
Hujan #940,id
아리랑 #687,ko
朝花夕拾 #791,zh
Gadis Jolobu #1180,ms
Perburuan #965,id
무진기행 #634,ko
斜陽 #757,ja
Ronggeng Dukuh Paruk #1190,id
รักไม่มีสิทธิ์ #1039,th
Noli Me Tangere #981,fil
Ilustrado #248,fil
斜陽 #797,ja
When Broken Glass Floats #307,km
坊っちゃん #1207,ja
Bamboo People #297,km
서울 1964년 겨울 #1235,ko
Cantik Itu Luka #831,id
Hang Jebat Menderhaka #957,ms
삼대 #911,ko
Mga Ibong Mandaragit #467,fil
雪国 #89,ja
平凡的世界 #604,zh
Kekasih Electra #193,ms
삼대 #431,ko
Belenggu #409,id
Bamboo People #277,km
彷徨 #813,zh
痴人の愛 #1135,ja
First They Killed My Father #281,km
Anak Mat Lela Gila #1249,ms
อิเหนา #1028,th
คำพิพากษา #563,th
風の歌を聴け #364,ja
活着 #1122,zh
Atheis #208,id
羊をめぐる冒険 #405,ja
Hikayat Hang Tuah #101,ms
朝花夕拾 #151,zh
Penawar Bagi Hati #658,ms
May Day Eve #780,fil
To Destroy You Is No Loss #88,km
1Q84 #362,ja
เลือดมังกร #732,th
จดหมายจากหมาเบื่อ #1021,th
三国演义 #889,zh
토지 #1246,ko
Padre Faura Witness the Execution of Rizal #136,fil
Children of Cambodia's Killing Fields #1169,km
Little Princes #358,km
Mat Jenin #334,ms
羊をめぐる冒険 #165,ja
How My Brother Leon Brought Home a Wife #719,fil
Leftenan Adnan #1036,ms
こころ #1166,ja
In the Shadow of the Banyan #584,km
채식주의자 #481,ko
Mga Ibong Mandaragit - Part 7,fil
活着 #282,zh
こころ #306,ja
秋 #259,zh
완득이 #1179,ko
The Death of Vishnu #676,km
El Filibusterismo #582,fil
ด้วยรักและผูกพัน #1202,th
무정 #1049,ko
살인자의 기억법 #157,ko
완득이 #1139,ko
西游记 #887,zh
金瓶梅 #390,zh
雪国 #369,ja
破戒 #1051,ja
Noli Me Tangere #501,fil
작별인사 #623,ko
จดหมายจากหมาเบื่อ #481,th
Atheis #348,id
Menara - Part 9,ms
Ronggeng Dukuh Paruk #90,id
우리들의 행복한 시간 #1220,ko
雪国 #1009,ja
มัจจุราชเริงรำ #618,th
Sa Mga Kuko ng Liwanag #313,fil
Gapo #394,fil
เลือดมังกร #392,th
Sejarah Melayu #1142,ms
พระอภัยมณี #1087,th
Luha ng Buwaya - Part 5,fil
รักไม่มีสิทธิ์ #799,th
Children of Cambodia's Killing Fields #209,km
呐喊 #912,zh
채식주의자 #561,ko
In the Shadow of the Banyan #1024,km
人間失格 #1236,ja
活着 #962,zh
Hujan #560,id
무진기행 #774,ko
How My Brother Leon Brought Home a Wife #459,fil
Ronggeng Dukuh Paruk #930,id
Cambodia's Curse #1133,km
무정 #1129,ko
Golden Bones #519,km
舞姫 #380,ja
Lucky Child #851,km
家 (2016),zh
Belenggu #849,id
Perburuan #625,id
สุภาพบุรุษจุฑาเทพ #257,th
Noli Me Tangere #1241,fil
雪国 #809,ja
The Death of Vishnu #376,km
狂人日记 #414,zh
Little Princes - Part 8,km
อิเหนา #628,th
Ang Paboritong Libro ni Hudas #1190,fil
吾輩は猫である #468,ja
엄마를 부탁해 #296,ko
坊っちゃん #747,ja
舞姫 #1240,ja
Lucky Child #131,km
สี่แผ่นดิน #1065,th
Florante at Laura #263,fil
Penawar Bagi Hati,ms
仮面の告白 #973,ja
Atheis #1208,id
Little Princes #558,km
こころ #726,ja
Noli Me Tangere #641,fil
สี่แผ่นดิน #1205,th
Rice and Baguette #1180,km
家 #957,zh
El Filibusterismo #522,fil
Smaller and Smaller Circles #1249,fil
Mga Kuwento ni Lola Basyang #171,fil
อิเหนา #128,th
破戒 - Part 1,ja
Panglima Awang #610,ms
เลือดมังกร #132,th
Banaag at Sikat #924,fil
มัจจุราชเริงรำ #298,th
พระอภัยมณี #1187,th
春 #638,zh
Gapo #94,fil
Bamboo People #977,km
Cambodia's Curse #673,km
ABNKKBSNPLAko?! #1032,fil
阿Q正传 #875,zh
Penawar Bagi Hati #138,ms
活着 #82,zh
พระอภัยมณี #367,th
Jejak Langkah #1063,id
Menara #619,ms
Rice and Baguette #1200,km
金瓶梅 #210,zh
ด้วยรักและผูกพัน #902,th
채식주의자 #321,ko
In the Shadow of the Banyan #1084,km
Anak Mat Lela Gila #1209,ms
Cantik Itu Luka #131,id
Children of Cambodia's Killing Fields #129,km
ตำนานสมเด็จพระนารายณ์ (2014),th
Smaller and Smaller Circles #789,fil
태백산맥 #408,ko
Voices from S-21 #834,km
อิเหนา #588,th
金瓶梅 #630,zh
西游记 #347,zh
白鹿原 #465,zh
To Destroy You Is No Loss #888,km
活着 #522,zh
朝花夕拾 #1191,zh
ชาติหน้าขอให้พบกัน #1011,th
ノルウェイの森 #881,ja
Luha ng Buwaya #905,fil
When Broken Glass Floats #627,km
살인자의 기억법 #397,ko
ฟ้าใหม่ #1020,th
Padre Faura Witness the Execution of Rizal #296,fil
Jejak Langkah #463,id
무진기행 (2013),ko
Sa Mga Kuko ng Liwanag #273,fil
Lelaki Harimau #952,id
Menara #959,ms
Anak Mat Lela Gila #709,ms
斜陽 #1117,ja
Anak Mat Lela Gila #589,ms
こころ #686,ja
Anak Mat Lela Gila #949,ms
คนละฟากฟ้า #133,th
雪国 #129,ja
Anak Mat Lela Gila #469,ms
坊っちゃん #607,ja
Jejak Langkah #183,id
ฟ้าใหม่ #740,th
子夜 - Part 6,zh
Salina #526,ms
金瓶梅 #1070,zh
광장 #1073,ko
羊をめぐる冒険 #425,ja
살인자의 기억법 #477,ko
伊豆の踊子 #570,ja
伊豆の踊子 #310,ja
우리들의 행복한 시간 #540,ko
Cambodia's Curse #713,km
When Broken Glass Floats #687,km
Ilustrado #668,fil
舞姫 #260,ja
The Gate #666,km
Hang Jebat Menderhaka - Part 7,ms
Hujan #380,id
รักไม่มีสิทธิ์ #679,th
Ang Paboritong Libro ni Hudas #1150,fil
走れメロス #478,ja
狂人日记 #254,zh
서울 1964년 겨울 #355,ko
西游记 #307,zh
Sa Mga Kuko ng Liwanag #133,fil
The Gate #126,km
เสือคำราม #156,th
El Filibusterismo #242,fil
Leftenan Adnan #836,ms
서울 1964년 겨울 #1075,ko
A Cambodian Prison Portrait #835,km
Hikayat Hang Tuah #841,ms
Mga Ibong Mandaragit #547,fil
Hikayat Hang Tuah #1101,ms
7년의 밤 #998,ko
Gadis Jolobu #220,ms
人間失格 #736,ja
Anak Mat Lela Gila #249,ms
มัจจุราชเริงรำ #658,th
Atheis #368,id
Perburuan #405,id
서울 1964년 겨울: Volume 5,ko
상록수 #1170,ko
Sang Pemimpi #875,id
Perburuan #525,id
Anak Semua Bangsa #1142,id
Little Princes #878,km
The Stones Cry Out #1190,km
흰 #505,ko
May Day Eve #320,fil
El Filibusterismo #662,fil
Jejak Langkah #663,id
The Stones Cry Out #1210,km
活着 #582,zh
狂人日记 #314,zh
吾輩は猫である #1208,ja
May Day Eve #260,fil
Padre Faura Witness the Execution of Rizal #436,fil
吾輩は猫である #1228,ja
坊っちゃん #1187,ja
雪国 #1209,ja
雷雨 #440,zh
มัจจุราชเริงรำ #898,th
彷徨 #993,zh
ABNKKBSNPLAko?! #772,fil
ลูกอีสาน #644,th
상록수 #970,ko
白鹿原 #845,zh
Lucky Child,km
ชาติหน้าขอให้พบกัน #771,th
坊っちゃん #907,ja
仮面の告白,ja
พระอภัยมณี #987,th
Florante at Laura #303,fil
仮面の告白 #1093,ja
Voices from S-21 #574,km
子夜 #996,zh
ฟ้าใหม่ #440,th
Lucky Child #891,km
Lagenda Budak Setan #735,ms
ชาติหน้าขอให้พบกัน #151,th
토지 #406,ko
Ronggeng Dukuh Paruk #1110,id
Leftenan Adnan #976,ms
มัจจุราชเริงรำ #358,th
คำพิพากษา,th
子夜 #1216,zh
A Cambodian Prison Portrait #415,km
อิเหนา #148,th
Never Fall Down #783,km
รักไม่มีสิทธิ์ #739,th
斜陽 #857,ja
ฟ้าใหม่ #940,th
人間失格 #1056,ja
狂人日记 #354,zh
1Q84 #702,ja
Sulalat al-Salatin #1043,ms
Belenggu #909,id
엄마를 부탁해 #836,ko
คำพิพากษา #583,th
완득이 #579,ko
Dekada '70 #686,fil
คำพิพากษา #683,th
Siti Nurbaya #565,ms
เสือคำราม #176,th
Noli Me Tangere #861,fil
三国演义 #949,zh
風の歌を聴け #144,ja
仮面の告白 #773,ja
토지 #786,ko
ชาติหน้าขอให้พบกัน #551,th
ABNKKBSNPLAko?! #872,fil
Menara #139,ms
태백산맥 #628,ko
西游记 #1047,zh
平凡的世界 #444,zh
7년의 밤 #118,ko
Mga Kuwento ni Lola Basyang #191,fil
Noli Me Tangere #1121,fil
How My Brother Leon Brought Home a Wife #519,fil
คำพิพากษา #763,th
กุหลาบป่า #410,th
彷徨 #693,zh
水浒传 #608,zh
斜陽 #637,ja
May Day Eve (2019),fil
Gapo,fil
Gadis Jolobu #600,ms
围城 #463,zh
광장 #833,ko
Mga Ibong Mandaragit #827,fil
The Stones Cry Out #430,km
อิเหนา #1148,th
The Gate #606,km
태백산맥 #508,ko
痴人の愛 #1115,ja
คำพิพากษา #1043,th
Smaller and Smaller Circles #469,fil
กุหลาบป่า #570,th
Merpati Putih Terbang Lagi #1132,ms
When Broken Glass Floats #547,km
Gadis Jolobu #780,ms
細雪 #714,ja
우리들의 행복한 시간 #1120,ko
Jejak Langkah #963,id
ノルウェイの森 #1061,ja
Hujan #1120,id
흰 #1005,ko
완득이 #219,ko
อิเหนา #388,th
완득이 #239,ko
Menara #359,ms
소년이 온다,ko
El Filibusterismo #902,fil
흰 #905,ko
三国演义 #1169,zh
아리랑 #727,ko
阿Q正传 #935,zh
สี่แผ่นดิน #605,th
山月記 #799,ja
Siti Nurbaya #405,ms
細雪 (2013),ja
Tenggelamnya Kapal Van Der Wijck #1124,ms
Kekasih Electra #613,ms
Salina #1246,ms
1Q84 #1202,ja
Golden Bones #799,km
Tenggelamnya Kapal Van Der Wijck #764,ms
เสือคำราม #256,th
Florante at Laura #983,fil
Cantik Itu Luka #471,id
The Death of Vishnu #236,km
Hikayat Hang Tuah #601,ms
Sang Pemimpi #395,id
Layar Terkembang #667,id
Ilustrado #568,fil
Negeri 5 Menara #639,id
Lagenda Budak Setan #295,ms
こころ #266,ja
รักไม่มีสิทธิ์ #99,th
秋 #779,zh
Siti Nurbaya #205,ms
Cambodia's Curse #733,km
7년의 밤 (2017),ko
伊豆の踊子 #890,ja
Kekasih Electra #553,ms
Salina #606,ms
Jejak Langkah #1203,id
"Stay Alive, My Son #1085",km
난장이가 쏘아올린 작은 공 #1152,ko
Lagenda Budak Setan #455,ms
คนละฟากฟ้า #453,th
Mga Kuwento ni Lola Basyang #611,fil
สุภาพบุรุษจุฑาเทพ #537,th
The Stones Cry Out #870,km
Rumah Kaca #284,id
Layar Terkembang #1247,id
Tenggelamnya Kapal Van Der Wijck #1224,ms
春 #458,zh
白鹿原 - Part 5,zh
살인자의 기억법 #257,ko
Tenggelamnya Kapal Van Der Wijck #284,ms
"Stay Alive, My Son #325",km
Ronggeng Dukuh Paruk #330,id
ศรีบูรพา #1069,th
무정 #249,ko
Lagenda Budak Setan #95,ms
Pulang #93,id
春 #1078,zh
Rice and Baguette #1100,km
อิเหนา #288,th
Anak Mat Lela Gila #809,ms
ลูกอีสาน #604,th
Anak Semua Bangsa #522,id
난장이가 쏘아올린 작은 공 #232,ko
Ilustrado - Part 8,fil
"Stay Alive, My Son #485",km
จดหมายจากหมาเบื่อ #1101,th
Layar Terkembang #167,id
Rumah Kaca #1124,id
Interlok #1167,ms
秋 #539,zh
秋 #819,zh
Perburuan #285,id
家 #137,zh
Lagenda Budak Setan #655,ms
1Q84 #282,ja
Layar Terkembang #747,id
The Gate #1046,km
Merpati Putih Terbang Lagi #732,ms
Panglima Awang,ms
Leftenan Adnan #396,ms
細雪 #354,ja
舞姫 #940,ja
狂人日记 #754,zh
한강 #244,ko
ฟ้าใหม่ #1080,th
Mga Kuwento ni Lola Basyang,fil
Bamboo People #1157,km
1Q84 #242,ja
คนละฟากฟ้า - Part 3,th
Cinta di Dalam Gelas #777,id
红楼梦 #746,zh
白鹿原 #985,zh
The Rosales Saga #355,fil
羊をめぐる冒険 #685,ja
살인자의 기억법 #777,ko
雪国 (2008),ja
Banaag at Sikat #564,fil
ชาติหน้าขอให้พบกัน #831,th
西游记 #967,zh
ABNKKBSNPLAko?! #292,fil
Kekasih Electra #233,ms
Sang Pemimpi #1175,id
흰 #1205,ko
The Death of Vishnu #276,km
Ilustrado #448,fil
Menara #999,ms
Padre Faura Witness the Execution of Rizal #616,fil
Lucky Child #831,km
ノルウェイの森 #1161,ja
El Filibusterismo #262,fil
秋 #379,zh
Negeri 5 Menara #619,id
Atheis #908,id
Mga Ibong Mandaragit #1227,fil
狂人日记 #514,zh
Survival in the Killing Fields #912,km
Tenggelamnya Kapal Van Der Wijck #464,ms
완득이 #1099,ko
Dekada '70 #1226,fil
Luha ng Buwaya #1005,fil
仮面の告白 #873,ja
仮面の告白 #633,ja
山月記 #339,ja
Banaag at Sikat #704,fil
A Cambodian Prison Portrait #995,km
走れメロス #238,ja
痴人の愛 #1015,ja
三体 #861,zh
Negeri 5 Menara #459,id
In the Shadow of the Banyan #264,km
伊豆の踊子 #430,ja
Menara #379,ms
채식주의자 #101,ko
상록수 #1190,ko
山月記 #219,ja
เลือดมังกร #892,th
Dead Stars #257,fil
Banaag at Sikat #744,fil
พระอภัยมณี #447,th
Anak Semua Bangsa,id
こころ #1246,ja
雪国 #689,ja
伊豆の踊子 #1170,ja
三国演义 (2008),zh
ฟ้าใหม่ #900,th
Mat Jenin #574,ms
ขุนช้างขุนแผน #766,th
Belenggu #589,id
Lucky Child #291,km
痴人の愛 #695,ja
Hang Jebat Menderhaka #477,ms
무진기행 #574,ko
อิเหนา #708,th
阿Q正传 #215,zh
Sejarah Melayu #202,ms
ขุนช้างขุนแผน #946,th
白鹿原 #1245,zh
Ayah #556,id
Smaller and Smaller Circles #809,fil
Footnote to Youth #838,fil
阿Q正传 #1035,zh
Footnote to Youth #1018,fil
海辺のカフカ #403,ja
The Gate #1066,km
สุภาพบุรุษจุฑาเทพ #217,th
태백산맥 #188,ko
呐喊 #432,zh
ข้าหลวง #454,th
ABNKKBSNPLAko?! #332,fil
Negeri 5 Menara #499,id
斜陽 #97,ja
Siti Nurbaya #586,id
家 #577,zh
How My Brother Leon Brought Home a Wife #339,fil
Padre Faura Witness the Execution of Rizal #96,fil
阿Q正传 #555,zh
한강 #164,ko
Rumah Kaca #1224,id
金瓶梅 #430,zh
Cinta di Dalam Gelas #517,id
こころ #1206,ja
Mga Ibong Mandaragit #167,fil
Ayah #616,id
Jejak Langkah #603,id
Lelaki Harimau #672,id
คนละฟากฟ้า #873,th
羊をめぐる冒険 #205,ja
Voices from S-21 #1194,km
จดหมายจากหมาเบื่อ #901,th
ด้วยรักและผูกพัน #82,th
人間失格 #796,ja
三体 #441,zh
난장이가 쏘아올린 작은 공 #572,ko
우리들의 행복한 시간 #1080,ko
First They Killed My Father #561,km
狂人日记 #1094,zh
Cambodia's Curse #93,km
완득이 (2018),ko
痴人の愛 #915,ja
白鹿原 #605,zh
舞姫 #580,ja
Bumi Manusia #201,id
อิเหนา #668,th
水浒传 #348,zh
Children of Cambodia's Killing Fields #769,km
In the Shadow of the Banyan #304,km
ชาติหน้าขอให้พบกัน #211,th
May Day Eve #120,fil
Interlok #727,ms
Merpati Putih Terbang Lagi #632,ms
삼대 #471,ko
소년이 온다 #122,ko
秋 #939,zh
A Cambodian Prison Portrait #875,km
소년이 온다 #762,ko
山月記 #519,ja
Ilustrado #908,fil
Florante at Laura #843,fil
Jejak Langkah #303,id
아리랑 #127,ko
風の歌を聴け #284,ja
